서울ㆍ인천ㆍ경기도,서울,A02,2019-01-20 00:00,구름많음,-3,2,보통
서울ㆍ인천ㆍ경기도,서울,A02,2019-01-20 12:00,구름조금,-3,2,높음
서울ㆍ인천ㆍ경기도,서울,A02,2019-01-21 00:00,구름조금,-6,4,보통
서울ㆍ인천ㆍ경기도,서울,A02,2019-01-21 12:00,구름조금,-6,4,보통
서울ㆍ인천ㆍ경기도,서울,A02,2019-01-22 00:00,구름조금,-4,4,보통
서울ㆍ인천ㆍ경기도,서울,A02,2019-01-22 12:00,구름조금,-4,4,보통
서울ㆍ인천ㆍ경기도,서울,A02,2019-01-23 00:00,구름조금,-5,2,보통
서울ㆍ인천ㆍ경기도,서울,A02,2019-01-23 12:00,구름조금,-5,2,보통
서울ㆍ인천ㆍ경기도,서울,A02,2019-01-24 00:00,구름조금,-5,2,보통
서울ㆍ인천ㆍ경기도,서울,A02,2019-01-24 12:00,구름조금,-5,2,보통
서울ㆍ인천ㆍ경기도,서울,A01,2019-01-25 00:00,구름많음,-5,2,낮음
서울ㆍ인천ㆍ경기도,서울,A01,2019-01-26 00:00,구름조금,-6,1,보통
서울ㆍ인천ㆍ경기도,서울,A01,2019-01-27 00:00,구름조금,-7,0,보통
서울ㆍ인천ㆍ경기도,인천,A02,2019-01-20 00:00,구름많음,-2,1,보통
서울ㆍ인천ㆍ경기도,인천,A02,2019-01-20 12:00,구름조금,-2,1,높음
서울ㆍ인천ㆍ경기도,인천,A02,2019-01-21 00:00,구름조금,-4,4,보통
서울ㆍ인천ㆍ경기도,인천,A02,2019-01-21 12:00,구름조금,-4,4,보통
서울ㆍ인천ㆍ경기도,인천,A02,2019-01-22 00:00,구름조금,-2,4,보통
서울ㆍ인천ㆍ경기도,인천,A02,2019-01-22 12:00,구름조금,-2,4,보통
서울ㆍ인천ㆍ경기도,인천,A02,2019-01-23 00:00,구름조금,-3,1,보통
서울ㆍ인천ㆍ경기도,인천,A02,2019-01-23 12:00,구름조금,-3,1,보통
서울ㆍ인천ㆍ경기도,인천,A02,2019-01-24 00:00,구름조금,-4,2,보통
서울ㆍ인천ㆍ경기도,인천,A02,2019-01-24 12:00,구름조금,-4,2,보통
서울ㆍ인천ㆍ경기도,인천,A01,2019-01-25 00:00,구름많음,-4,1,낮음
서울ㆍ인천ㆍ경기도,인천,A01,2019-01-26 00:00,구름조금,-5,0,보통
서울ㆍ인천ㆍ경기도,인천,A01,2019-01-27 00:00,구름조금,-6,0,보통
서울ㆍ인천ㆍ경기도,수원,A02,2019-01-20 00:00,구름많음,-4,2,보통
서울ㆍ인천ㆍ경기도,수원,A02,2019-01-20 12:00,구름조금,-4,2,높음
서울ㆍ인천ㆍ경기도,수원,A02,2019-01-21 00:00,구름조금,-7,4,보통
서울ㆍ인천ㆍ경기도,수원,A02,2019-01-21 12:00,구름조금,-7,4,보통
서울ㆍ인천ㆍ경기도,수원,A02,2019-01-22 00:00,구름조금,-4,5,보통
서울ㆍ인천ㆍ경기도,수원,A02,2019-01-22 12:00,구름조금,-4,5,보통
서울ㆍ인천ㆍ경기도,수원,A02,2019-01-23 00:00,구름조금,-5,2,보통
서울ㆍ인천ㆍ경기도,수원,A02,2019-01-23 12:00,구름조금,-5,2,보통
서울ㆍ인천ㆍ경기도,수원,A02,2019-01-24 00:00,구름조금,-6,3,보통
서울ㆍ인천ㆍ경기도,수원,A02,2019-01-24 12:00,구름조금,-6,3,보통
서울ㆍ인천ㆍ경기도,수원,A01,2019-01-25 00:00,구름많음,-5,3,낮음
서울ㆍ인천ㆍ경기도,수원,A01,2019-01-26 00:00,구름조금,-6,2,보통
서울ㆍ인천ㆍ경기도,수원,A01,2019-01-27 00:00,구름조금,-7,1,보통
서울ㆍ인천ㆍ경기도,파주,A02,2019-01-20 00:00,구름많음,-7,1,보통
서울ㆍ인천ㆍ경기도,파주,A02,2019-01-20 12:00,구름조금,-7,1,높음
서울ㆍ인천ㆍ경기도,파주,A02,2019-01-21 00:00,구름조금,-11,4,보통
서울ㆍ인천ㆍ경기도,파주,A02,2019-01-21 12:00,구름조금,-11,4,보통
서울ㆍ인천ㆍ경기도,파주,A02,2019-01-22 00:00,구름조금,-8,4,보통
서울ㆍ인천ㆍ경기도,파주,A02,2019-01-22 12:00,구름조금,-8,4,보통
서울ㆍ인천ㆍ경기도,파주,A02,2019-01-23 00:00,구름조금,-9,2,보통
서울ㆍ인천ㆍ경기도,파주,A02,2019-01-23 12:00,구름조금,-9,2,보통
서울ㆍ인천ㆍ경기도,파주,A02,2019-01-24 00:00,구름조금,-10,2,보통
서울ㆍ인천ㆍ경기도,파주,A02,2019-01-24 12:00,구름조금,-10,2,보통
서울ㆍ인천ㆍ경기도,파주,A01,2019-01-25 00:00,구름많음,-10,2,낮음
서울ㆍ인천ㆍ경기도,파주,A01,2019-01-26 00:00,구름조금,-11,1,보통
서울ㆍ인천ㆍ경기도,파주,A01,2019-01-27 00:00,구름조금,-12,0,보통
강원도영서,춘천,A02,2019-01-20 00:00,구름많음,-6,2,보통
강원도영서,춘천,A02,2019-01-20 12:00,구름조금,-6,2,높음
강원도영서,춘천,A02,2019-01-21 00:00,구름조금,-10,3,보통
강원도영서,춘천,A02,2019-01-21 12:00,구름조금,-10,3,보통
강원도영서,춘천,A02,2019-01-22 00:00,구름조금,-7,4,보통
강원도영서,춘천,A02,2019-01-22 12:00,구름조금,-7,4,보통
강원도영서,춘천,A02,2019-01-23 00:00,구름조금,-7,2,보통
강원도영서,춘천,A02,2019-01-23 12:00,구름조금,-7,2,보통
강원도영서,춘천,A02,2019-01-24 00:00,구름조금,-8,3,보통
강원도영서,춘천,A02,2019-01-24 12:00,구름조금,-8,3,보통
강원도영서,춘천,A01,2019-01-25 00:00,구름많음,-9,3,낮음
강원도영서,춘천,A01,2019-01-26 00:00,구름조금,-8,2,보통
강원도영서,춘천,A01,2019-01-27 00:00,구름조금,-9,1,보통
강원도영서,원주,A02,2019-01-20 00:00,구름많음,-5,3,보통
강원도영서,원주,A02,2019-01-20 12:00,구름조금,-5,3,높음
강원도영서,원주,A02,2019-01-21 00:00,구름조금,-8,3,보통
강원도영서,원주,A02,2019-01-21 12:00,구름조금,-8,3,보통
강원도영서,원주,A02,2019-01-22 00:00,구름조금,-6,4,보통
강원도영서,원주,A02,2019-01-22 12:00,구름조금,-6,4,보통
강원도영서,원주,A02,2019-01-23 00:00,구름조금,-6,3,보통
강원도영서,원주,A02,2019-01-23 12:00,구름조금,-6,3,보통
강원도영서,원주,A02,2019-01-24 00:00,구름조금,-6,3,보통
강원도영서,원주,A02,2019-01-24 12:00,구름조금,-6,3,보통
강원도영서,원주,A01,2019-01-25 00:00,구름많음,-7,3,낮음
강원도영서,원주,A01,2019-01-26 00:00,구름조금,-7,3,보통
강원도영서,원주,A01,2019-01-27 00:00,구름조금,-8,2,보통
강원도영동,강릉,A02,2019-01-20 00:00,구름많음,1,6,보통
강원도영동,강릉,A02,2019-01-20 12:00,구름조금,1,6,높음
강원도영동,강릉,A02,2019-01-21 00:00,구름조금,-3,7,보통
강원도영동,강릉,A02,2019-01-21 12:00,구름조금,-3,7,보통
강원도영동,강릉,A02,2019-01-22 00:00,구름조금,0,7,보통
강원도영동,강릉,A02,2019-01-22 12:00,구름조금,0,7,보통
강원도영동,강릉,A02,2019-01-23 00:00,구름조금,-2,5,보통
강원도영동,강릉,A02,2019-01-23 12:00,구름조금,-2,5,보통
강원도영동,강릉,A02,2019-01-24 00:00,구름조금,-2,5,보통
강원도영동,강릉,A02,2019-01-24 12:00,구름조금,-2,5,보통
강원도영동,강릉,A01,2019-01-25 00:00,구름많음,-1,6,보통
강원도영동,강릉,A01,2019-01-26 00:00,구름많음,-1,4,보통
강원도영동,강릉,A01,2019-01-27 00:00,구름조금,-3,5,보통
대전ㆍ세종ㆍ충청남도,대전,A02,2019-01-20 00:00,구름많음,-3,3,보통
대전ㆍ세종ㆍ충청남도,대전,A02,2019-01-20 12:00,구름조금,-3,3,높음
대전ㆍ세종ㆍ충청남도,대전,A02,2019-01-21 00:00,구름조금,-6,5,보통
대전ㆍ세종ㆍ충청남도,대전,A02,2019-01-21 12:00,구름조금,-6,5,보통
대전ㆍ세종ㆍ충청남도,대전,A02,2019-01-22 00:00,구름조금,-3,6,보통
대전ㆍ세종ㆍ충청남도,대전,A02,2019-01-22 12:00,구름조금,-3,6,보통
대전ㆍ세종ㆍ충청남도,대전,A02,2019-01-23 00:00,구름조금,-5,3,보통
대전ㆍ세종ㆍ충청남도,대전,A02,2019-01-23 12:00,구름조금,-5,3,보통
대전ㆍ세종ㆍ충청남도,대전,A02,2019-01-24 00:00,구름조금,-5,5,보통
대전ㆍ세종ㆍ충청남도,대전,A02,2019-01-24 12:00,구름조금,-5,5,보통
대전ㆍ세종ㆍ충청남도,대전,A01,2019-01-25 00:00,구름많음,-6,4,낮음
대전ㆍ세종ㆍ충청남도,대전,A01,2019-01-26 00:00,구름많음,-5,4,보통
대전ㆍ세종ㆍ충청남도,대전,A01,2019-01-27 00:00,구름조금,-6,3,보통
대전ㆍ세종ㆍ충청남도,세종,A02,2019-01-20 00:00,구름많음,-4,3,보통
대전ㆍ세종ㆍ충청남도,세종,A02,2019-01-20 12:00,구름조금,-4,3,높음
대전ㆍ세종ㆍ충청남도,세종,A02,2019-01-21 00:00,구름조금,-7,5,보통
